country,year,ktoe,source
EU27_2020,2010,32120.035,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2011,33002.997,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2012,32587.837,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2013,32746.249,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2014,33169.507,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2015,34562.903,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2016,36223.123,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2017,38954.059,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2018,41012.669,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2019,41789.168,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2020,18010.72,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2021,21840.059,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2022,34688.111,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2023,38283.774,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
EU27_2020,2024,40962.552,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2010,539.854,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2011,638.103,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2012,616.385,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2013,636.035,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2014,626.727,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2015,640.171,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2016,642.24,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2017,680.505,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2018,778.755,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2019,839.773,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2020,283.372,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2021,277.166,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2022,531.58,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2023,627.761,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FI,2024,663.958,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2010,5507.745,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2011,5513.807,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2012,5395.325,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2013,5347.272,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2014,5399.723,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2015,5716.978,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2016,5622.96,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2017,5711.493,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2018,5910.943,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2019,6208.299,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2020,2634.839,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2021,2865.627,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2022,4893.576,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2023,5387.292,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
FR,2024,5800.042,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2013,88.478,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2014,82.564,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2015,70.866,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2016,72.92,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2017,97.569,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2018,105.271,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2019,103.805,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2020,56.767,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2021,96.969,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2022,136.027,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2023,136.219,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
GE,2024,187.563,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2010,98.697,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2011,103.947,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2012,110.246,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2013,120.746,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2014,120.746,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2015,116.546,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2016,123.896,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2017,147.835,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2018,184.269,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2019,199.494,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2020,53.968,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2021,98.277,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2022,185.949,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2023,199.179,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HR,2024,245.377,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2010,229.722,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2011,230.725,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2012,166.523,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2013,162.511,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2014,170.722,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2015,174.716,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2016,192.273,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2017,223.501,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2018,276.272,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2019,279.377,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2020,101.403,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2021,123.133,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2022,258.682,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2023,298.864,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
HU,2024,378.711,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2010,740.477,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2011,693.078,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2012,580.374,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2013,641.466,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2014,741.531,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2015,838.435,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2016,865.821,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2017,1016.083,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2018,1097.963,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2019,1110.445,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2020,394.12,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2021,439.99,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2022,1011.174,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2023,1133.494,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IE,2024,1113.604,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2010,126.111,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2011,140.824,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2012,147.129,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2013,166.046,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2014,186.013,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2015,224.897,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2016,309.687,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2017,382.191,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2018,428.295,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2019,318.753,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2020,87.11,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2021,160.804,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2022,282.73,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2023,320.076,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IS,2024,328.462,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2010,3167.383,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2011,3249.546,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2012,3100.626,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2013,3001.003,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2014,3075.977,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2015,3166.356,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2016,3295.763,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2017,3419.171,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2018,3834.858,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2019,3968.513,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2020,1494.932,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2021,1632.208,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2022,2844.286,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2023,3599.917,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
IT,2024,4164.189,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2010,48.45,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2011,55.666,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2012,62.882,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2013,70.098,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2014,77.314,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2015,81.589,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2016,95.959,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2017,105.859,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2018,126.011,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2019,123.323,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2020,54.167,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2021,61.817,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2022,101.521,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2023,104.929,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LT,2024,109.063,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2010,431.12,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2011,403.339,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2012,372.137,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2013,373.825,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2014,405.973,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2015,457.652,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2016,507.836,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2017,574.209,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2018,613.997,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2019,600.632,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2020,546.651,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2021,623.633,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2022,647.334,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2023,597.096,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LU,2024,628.35,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2010,117.654,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2011,117.654,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2012,118.686,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2013,122.814,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2014,109.398,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2015,107.334,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2016,122.814,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2017,139.926,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2018,153.266,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2019,156.881,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2020,58.125,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2021,78.23,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
LV,2022,105.93,"Eurostat nrg_bal_c, nrg_bal=INTAVI, siec=O4661XR5230B (kerosene-type jet fuel, excl. biofuel), unit=KTOE"
